ID	Source	Egyptian-Word	CODA	MSA-Equivalent	MSA-Lemma	MSA_L_S_Type	English-Equivalent	Egyptian-POS	Egyptian-POS-LDC	MSA-POS	MSA-POS-LDC	Word-Type	Lemma	Gender	Number	Rationality	CALIMA_EGY_LEMMA	SAMA_LEMMA	CALIMA_ALMOR_POS	SAMA_POS	SAMA-Gloss
41098	C	mitay~is	mitay~is	mutay~is	mutay~is	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mitay~is_1	UNK	pos:adj	UNK	UNK
41099	C	miTay~iz	miTay~iz	jAlis	jAlis	L	sitting	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	miTay~iz_1	jAlis_1	pos:adj	pos:adj	sitting
41100	B	miTaywal	miTaywal	muTaw~al	muTaw~al	L	elongated	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	miTaywal_1	muTaw~al_1	pos:adj	pos:adj	at length;;in detail;;elaborate;;comprehensive
41101	C	miTaywal	miTaywal	muTaw~al	muTaw~al	L	at length;in detail;elaborate;comprehensive	adj	ADJ	adj	ADJ	L	_	M	S	I	miTaywal_1	muTaw~al_1	pos:adj	pos:adj	at length;;in detail;;elaborate;;comprehensive
41102	C	mitaZAhir	mitaZAhir	mutaZAhir	mutaZAhir	L	demonstrating	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	UNK	mutaZAhir_1	UNK	pos:adj	demonstrating
41103	C	mitaZAhir	mitaZAhir	mutaZAhir	mutaZAhir	L	demonstrating	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	UNK	mutaZAhir_1	UNK	pos:adj	demonstrating
41104	C	mitaZArif	mitaZArif	mutaZArif	mutaZArif	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	UNK	UNK	UNK	UNK	UNK
41105	B	miTib~	miTib~	maTab~	maTab~	L	bumpy	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	maTab~_1	UNK	pos:noun	pothole;;air pocket;;wind shear
41106	B	mitiE	mitiE	qawiy~	qawiy~	L	strong;;tough;;brawny	adj	ADJ	adj	ADJ	L	_	M	S	R	mitiE_1	qawiy~_1	pos:adj	pos:adj	strong;;powerful
41107	B	miTiy~in	miTiy~in	say~i}	say~i}	L	lousy;;awful	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
41108	C	mitiya>~is	mitiya>~is	muya>~as	muya>~as	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
41109	C	mitiyab~is	mitiyab~is	mutayab~is	mutayab~is	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
41110	C	mitiyab~is	mitiyab~is	mutayab~is	mutayab~is	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
41111	C	mitiyaq~an	mitiyaq~an	mutayaq~in	mutayaq~in	L	convinced;;certain	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	UNK	mutayaq~in_1	UNK	pos:adj	convinced;;certain
41112	C	mitiyaq~aZ	mitiyaq~aZ	mutayaq~iZ	mutayaq~iZ	L	awake;;alert	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	UNK	mutayaq~iZ_1	UNK	pos:adj	awake;;alert
41113	C	mitiyas~ar	mitiyas~ar	mutayas~ir	mutayas~ir	L	made easy;;facilitated	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	UNK	mutayas~ir_1	UNK	pos:adj	made easy;;facilitated
41114	C	mitiyas~ar	mitiyas~ar	muyas~ar	muyas~ar	L	made easy;facilitated;well-to-do	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	UNK	muyas~ar_1	UNK	pos:adj	made easy;;facilitated;;well-to-do
41115	C	mitiyat~im	mitiyat~im	muyat~im	muyat~im	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	UNK	UNK	UNK	UNK	UNK
41116	C	mitiyi}is	mitiyi}is	mayo&uws	mayo&uws	L	hopeless;desperate	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	UNK	mayo&uws_1	UNK	pos:adj	hopeless;;desperate
41117	C	mito*ak~ar	mito*ak~ar	muta*ak~ir	muta*ak~ir	L	remembering	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito*ak~ar_1	muta*ak~ir_1	pos:adj	pos:adj	remembering
41118	C	mito*Akir	mito*Akir	mu*Akar	mu*Akar	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito*Akir_1	UNK	pos:adj	UNK	UNK
41119	C	mito*al~	mito*al~	muto*al~	muto*al~	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito*al~_1	UNK	pos:adj	UNK	UNK
41120	C	mito*an~ib	mito*an~ib	muto*an~ib	muto*an~ib	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito*an~ib_1	UNK	pos:adj	UNK	UNK
41121	C	mito*ihil	mito*ihil	muto*ihil	muto*ihil	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito*ihil_1	UNK	pos:adj	UNK	UNK
41122	C	mito*ikir	mito*ikir	ma*okuwr	ma*okuwr	L	mentioned;worthy of mention	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito*ikir_1	ma*okuwr_1	pos:adj	pos:adj	mentioned;;worthy of mention
41123	C	mito>a$~ar	mito>a$~ar	mu&a$~ir	mu&a$~ir	L	indicating;mentioning;pointing	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito>a$~ar_1	mu&a$~ir_2	pos:adj	pos:adj	indicating;;mentioning;;pointing
41124	C	mito>a$~il	mito>a$~il	mu&a$~il	mu&a$~il	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito>a$~il_1	UNK	pos:adj	UNK	UNK
41125	C	mito>ab~in	mito>ab~in	mu&ab~an	mu&ab~an	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito>ab~in_1	UNK	pos:adj	UNK	UNK
41126	C	mito>ad~ib	mito>ad~ib	mu&ad~ib	mu&ad~ib	L	well-mannered;;polite	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito>ad~ib_1	mu&ad~ib_1	pos:adj	pos:noun	educator
41127	C	mito>af~if	mito>af~if	muta>af~if	muta>af~if	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito>af~if_1	muta>af~if_1	pos:adj	pos:noun	grumpy;;grouch;;complaining;;grumbling
41128	C	mito>ah~il	mito>ah~il	mu&ah~il	mu&ah~il	L	qualifying	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito>ah~il_1	mu&ah~il_1	pos:adj	pos:adj	qualifying
41129	C	mito>aj~il	mito>aj~il	mu&aj~al	mu&aj~al	L	postponed;delayed	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito>aj~il_1	mu&aj~al_1	pos:adj	pos:adj	postponed;;delayed
41130	C	mito>ak~id	mito>ak~id	mu&ak~id	mu&ak~id	L	assuring;;confirming;;affirming;;guaranteeing	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito>ak~id_1	mu&ak~id_1	pos:adj	pos:adj	assuring;;confirming;;affirming;;guaranteeing
41131	C	mito>ak~il	mito>ak~il	mu&ak~il	mu&ak~il	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito>ak~il_1	UNK	pos:adj	UNK	UNK
41132	C	mito>akosid	mito>akosid	mu&akosad	mu&akosad	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito>akosid_1	mu&akosad_1	pos:adj	pos:noun	oxidized
41133	C	mito>al~is	mito>al~is	mu&al~is	mu&al~is	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito>al~is_1	mu&al~is_1	pos:adj	pos:noun	belittling;;disparaging
41134	C	mito>al~it	mito>al~it	mu&al~it	mu&al~it	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito>al~it_1	UNK	pos:adj	UNK	UNK
41135	C	mito>am~ar	mito>am~ar	muta>am~ir	muta>am~ir	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito>am~ar_1	UNK	pos:adj	UNK	UNK
41136	C	mito>am~il	mito>am~il	muta>am~il	muta>am~il	L	contemplative;;speculative	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito>am~il_1	muta>am~il_2	pos:adj	pos:adj	contemplative;;speculative
41137	C	mito>am~in	mito>am~in	mu&am~an	mu&am~an	L	guaranteed;insured	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito>am~in_1	mu&am~an_1	pos:adj	pos:adj	guaranteed;;insured
41138	C	mito>amorik	mito>amorik	mu&amorik	mu&amorik	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito>amorik_1	UNK	pos:adj	UNK	UNK
41139	C	mito>an~ib	mito>an~ib	mu&an~ib	mu&an~ib	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito>an~ib_1	UNK	pos:adj	UNK	UNK
41140	C	mito>an~if	mito>an~if	muta>an~if	muta>an~if	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito>an~if_1	UNK	pos:adj	UNK	UNK
41141	C	mito>an~iy	mito>an~iy	muta>an~iy	muta>an~iy	L	careful;;circumspect	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito>an~iy_1	muta>an~iy_1	pos:adj	pos:adj	careful;;circumspect
41142	C	mito>anojij	mito>anojij	mut>ab~iT	mut>ab~iT	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito>anojij_1	UNK	pos:adj	UNK	UNK
41143	C	mito>anotik	mito>anotik	muta>an~iq	muta>an~iq	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito>anotik_1	muta>an~iq_1	pos:adj	pos:noun	elegant
41144	C	mito>aS~al	mito>aS~al	mu&aS~al	mu&aS~al	L	well bred;;authentic;;genuine	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito>aS~al_1	UNK	pos:adj	UNK	UNK
41145	C	mito>as~id	mito>as~id	mu&as~ad	mu&as~ad	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito>as~id_1	UNK	pos:adj	UNK	UNK
41146	C	mito>as~if	mito>as~if	muta>as~if	muta>as~if	L	sorry!	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito>as~if_1	muta>as~if_1	pos:adj	pos:adj	sorry!
41147	C	mito>as~is	mito>as~is	mu&as~is	mu&as~is	L	founding;constituent	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito>as~is_1	mu&as~is_2	pos:adj	pos:adj	founding;;constituent
41148	C	mito>asoti*	mito>asoti*	muta>asoti*	muta>asoti*	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito>asoti*_1	UNK	pos:adj	UNK	UNK
41149	C	mito>aT~ar	mito>aT~ar	mu&aT~ar	mu&aT~ar	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito>aT~ar_1	mu&aT~ar_1	pos:adj	pos:noun	framed;;in context
41150	C	mito>av~ar	mito>av~ar	muta>av~ir	muta>av~ir	L	because of;due to;as a result of	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito>av~ar_1	muta>av~ir_2	pos:adj	pos:adj	influenced;;affected
41151	C	mito>aw~il	mito>aw~il	mu&aw~l	mu&aw~l	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito>aw~il_1	UNK	pos:adj	UNK	UNK
41152	B	mito>ax~ar	mito>ax~ar	muta>ax~ir	muta>ax~ir	L	late	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito>ax~ar_1	muta>ax~ir_1	pos:adj	pos:adj	late;;delayed;;too late
41153	C	mito>ax~ar	mito>ax~ar	muta>av~ir	muta>av~ir	L	because of;due to;as a result of	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito>ax~ar_1	muta>av~ir_2	pos:adj	pos:adj	influenced;;affected
41154	C	mito>az~im	mito>az~im	muta>az~im	muta>az~im	L	tense;critical	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito>az~im_1	muta>az~im_1	pos:adj	pos:adj	tense;;critical
41155	C	mito>az~iy	mito>az~iy	ma>o*iy~	ma>o*iy~	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito>az~iy_1	UNK	pos:adj	UNK	UNK
41156	C	mito>azoEar	mito>azoEar	mutagaToris	mutagaToris	L	arrogant;;conceited	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito>azoEar_1	mutagaToris_1	pos:adj	pos:adj	arrogant;;conceited
41157	C	mito|jir	mito|jir	mutAjar	mutAjar	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mit|jir_1	UNK	pos:adj	UNK	UNK
41158	C	mito|kil	mito|kil	muta|kal	muta|kal	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mit|kil_1	UNK	pos:adj	UNK	UNK
41159	C	mito|lis	mito|lis	sAxir	sAxir	L	joker;;satirical	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mit|lis_1	sAxir_1	pos:adj	pos:adj	joker;;satirical
41160	C	mito|lis	mito|lis	masoxuwr	masoxuwr	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mit|lis_1	UNK	pos:adj	UNK	UNK
41161	C	mito|min	mito|min	muta|man	muta|man	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mit|min_1	UNK	pos:adj	UNK	UNK
41162	C	mito|mir	mito|mir	muta|mir	muta|mir	L	conspiring	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mit|mir_1	muta|mir_1	pos:adj	pos:adj	conspiring
41163	C	mito|nis	mito|nis	muta|nas	muta|nas	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mit|nis_1	UNK	pos:adj	UNK	UNK
41164	C	mito|y~id	mito|y~id	muta|y~d	muta|y~d	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mit|y~id_1	UNK	pos:adj	UNK	UNK
41165	C	mito|y~in	mito|y~in	muta|y~n	muta|y~n	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mit|y~in_1	UNK	pos:adj	UNK	UNK
41166	B	mito$A}im	mito$A}im	muta$A}im	muta$A}im	L	pessimist	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$A}im_1	muta$A}im_1	pos:adj	pos:adj	pessimistic
41167	C	mito$ab~aE	mito$ab~aE	muta$ab~iE	muta$ab~iE	L	satiated;;saturated;;charged	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$ab~aE_1	UNK	pos:adj	UNK	UNK
41168	C	mito$ab~aE	mito$ab~aE	mu$ab~aE	mu$ab~aE	L	satiated;saturated;charged	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ab~aE_1	mu$ab~aE_1	pos:adj	pos:adj	satiated;;saturated;;charged
41169	C	mito$ab~aH	mito$ab~aH	mu$ab~iH	mu$ab~iH	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ab~aH_1	UNK	pos:adj	UNK	UNK
41170	C	mito$ab~aT	mito$ab~aT	mu$ab~aT	mu$ab~aT	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ab~aT_1	UNK	pos:adj	UNK	UNK
41171	C	mito$ab~ih	mito$ab~ih	muta$ab~ih	muta$ab~ih	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$ab~ih_1	UNK	pos:adj	UNK	UNK
41172	C	mito$ab~ih	mito$ab~ih	mu$ab~ah	mu$ab~ah	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ab~ih_1	UNK	pos:adj	UNK	UNK
41173	C	mito$ab~ik	mito$ab~ik	muta$ab~ik	muta$ab~ik	L	skirmishing;;clashing	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ab~ik_1	UNK	pos:adj	UNK	UNK
41174	C	mito$ab~is	mito$ab~is	muta$ab~iv	muta$ab~iv	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$ab~is_1	muta$ab~iv_1	pos:adj	pos:adj	tenacious;;stubborn
41175	C	mito$abo$ib	mito$abo$ib	maDoruwb	maDoruwb	L	factorial	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$abo$ib_1	maDoruwb_2	pos:adj	pos:noun	fixed;;determined
41176	C	mito$aboraq	mito$aboraq	mu$aboraq	mu$aboraq	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aboraq_1	UNK	pos:adj	UNK	UNK
41177	C	mito$ad~	mito$ad~	mu$ad~	mu$ad~	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ad~_1	UNK	pos:adj	UNK	UNK
41178	C	mito$aD~ab	mito$aD~ab	mu$aD~ib	mu$aD~ib	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aD~ab_1	UNK	pos:adj	UNK	UNK
41179	C	mito$ad~id	mito$ad~id	mu$ad~id	mu$ad~id	L	strengthening;;intensifying	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ad~id_1	mu$ad~id_2	pos:adj	pos:adj	aggravating
41180	C	mito$aE~ab	mito$aE~ab	muta$aE~ib	muta$aE~ib	L	ramified;;versatile	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$aE~ab_1	muta$aE~ib_1	pos:adj	pos:adj	ramified;;versatile
41181	C	mito$aE~ab	mito$aE~ab	muta$aE~ib	muta$aE~ib	L	ramified;versatile	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aE~ab_1	muta$aE~ib_1	pos:adj	pos:adj	ramified;;versatile
41182	C	mito$aE~ar	mito$aE~ar	mu$aE~ar	mu$aE~ar	L	hairy	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aE~ar_1	UNK	pos:adj	UNK	UNK
41183	C	mito$aEo$aE	mito$aEo$aE	muta$aEo$aE	muta$aEo$aE	L	tipsy	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$aEo$aE_1	UNK	pos:adj	UNK	UNK
41184	C	mito$aEo$aE	mito$aEo$aE	mu$aEo$aE	mu$aEo$aE	L	tipsy	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aEo$aE_1	mu$aEo$aE_1	pos:adj	pos:adj	tipsy
41185	C	mito$aEobaT	mito$aEobaT	muta$aEobaT	muta$aEobaT	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$aEobaT_1	UNK	pos:adj	UNK	UNK
41186	C	mito$aEolaq	mito$aEolaq	muta$aEolaq	muta$aEolaq	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$aEolaq_1	UNK	pos:adj	UNK	UNK
41187	C	mito$aEolaq	mito$aEolaq	mu$aEolaq	mu$aEolaq	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aEolaq_1	UNK	pos:adj	UNK	UNK
41188	C	mito$aEolil	mito$aEolil	muta$aEolil	muta$aEolil	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$aEolil_1	UNK	pos:adj	UNK	UNK
41189	C	mito$aEolil	mito$aEolil	mu$aEolil	mu$aEolil	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aEolil_1	UNK	pos:adj	UNK	UNK
41190	C	mito$aEowaT	mito$aEowaT	mu$aEowaT	mu$aEowaT	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aEowaT_1	UNK	pos:adj	UNK	UNK
41191	C	mito$Af	mito$Af	maro}iy~	maro}iy~	L	visual;;seen;;visible	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$Af_1	maro}iy~_1	pos:adj	pos:adj	visual;;seen;;visible
41192	C	mito$af~	mito$af~	mu$af~	mu$af~	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$af~_1	UNK	pos:adj	UNK	UNK
41193	C	mito$af~aE	mito$af~aE	muta$af~iE	muta$af~iE	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$af~aE_1	UNK	pos:adj	UNK	UNK
41194	C	mito$af~aT	mito$af~aT	mu$af~iT	mu$af~iT	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$af~aT_1	UNK	pos:adj	UNK	UNK
41195	C	mito$af~iy	mito$af~iy	muta$af~iy	muta$af~iy	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$af~iy_1	UNK	pos:adj	UNK	UNK
41196	C	mito$afo$if	mito$afo$if	muta$afo$if	muta$afo$if	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$afo$if_1	UNK	pos:adj	UNK	UNK
41197	C	mito$ag~al	mito$ag~al	mu$ag~al	mu$ag~al	L	employed	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ag~al_1	mu$ag~al_1	pos:adj	pos:adj	employed
41198	C	mito$Agil	mito$Agil	mu$Agal	mu$Agal	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$Agil_1	UNK	pos:adj	UNK	UNK
41199	C	mito$aH~am	mito$aH~am	muta$aH~im	muta$aH~im	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aH~am_1	UNK	pos:adj	UNK	UNK
41200	C	mito$aH~at	mito$aH~a*	mu$aH~a*	mu$aH~a*	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aH~at_1	UNK	pos:adj	UNK	UNK
41201	C	mito$aH~aT	mito$aH~aT	muta$aH~iT	muta$aH~iT	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aH~aT_1	UNK	pos:adj	UNK	UNK
41202	C	mito$ah~id	mito$ah~id	mu$ah~id	mu$ah~id	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ah~id_1	UNK	pos:adj	UNK	UNK
41203	C	mito$ah~il	mito$ah~il	mu$ah~il	mu$ah~il	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$ah~il_1	UNK	pos:adj	UNK	UNK
41204	C	mito$ah~il	mito$ah~il	mu$ah~il	mu$ah~il	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ah~il_1	UNK	pos:adj	UNK	UNK
41205	C	mito$ah~iy	mito$ah~iy	mu$ah~aY	mu$ah~aY	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ah~iy_1	UNK	pos:adj	UNK	UNK
41206	C	mito$Ahid	mito$Ahid	muta$Ahid	muta$Ahid	L	visible;;perceptible	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$Ahid_1	UNK	pos:adj	UNK	UNK
41207	C	mito$Ahid	mito$Ahid	mu$Ahad	mu$Ahad	L	visible;;perceptible	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$Ahid_1	mu$Ahad_1	pos:adj	pos:adj	visible;;perceptible
41208	C	mito$AHin	mito$AHin	muta$AHin	muta$AHin	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$AHin_1	UNK	pos:adj	UNK	UNK
41209	C	mito$Ahir	mito$Ahir	mu$Ahar	mu$Ahar	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$Ahir_1	UNK	pos:adj	UNK	UNK
41210	C	mito$aHobar	mito$aHobar	mu$aHobar	mu$aHobar	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aHobar_1	UNK	pos:adj	UNK	UNK
41211	C	mito$aHokil	mito$aHokil	muta$aHokil	muta$aHokil	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$aHokil_1	UNK	pos:adj	UNK	UNK
41212	C	mito$aHowar	mito$aHowar	muta$aHowar	muta$aHowar	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$aHowar_1	UNK	pos:adj	UNK	UNK
41213	C	mito$aHowar	mito$aHowar	mu$aHowar	mu$aHowar	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aHowar_1	UNK	pos:adj	UNK	UNK
41214	C	mito$aj~aE	mito$aj~aE	muta$aj~iE	muta$aj~iE	L	encouraging	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$aj~aE_1	UNK	pos:adj	UNK	UNK
41215	C	mito$aj~aE	mito$aj~aE	mu$aj~iE	mu$aj~iE	L	encouraging	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	E	mito$aj~aE_1	mu$aj~iE_1	pos:adj	pos:adj	encouraging
41216	C	mito$ak~	mito$ak~	ma$okuwk	ma$okuwk	L	suspected;dubious;uncertain	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ak~_1	ma$okuwk_1	pos:adj	pos:adj	suspected;;dubious;;uncertain
41217	C	mito$ak~ar	mito$ak~ar	muta$ak~ir	muta$ak~ir	L	thankful	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$ak~ar_1	UNK	pos:adj	UNK	UNK
41218	C	mito$ak~ik	mito$ak~ik	mu$ak~ik	mu$ak~ik	L	doubting	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ak~ik_1	mu$ak~ik_1	pos:adj	pos:adj	doubting
41219	C	mito$ak~il	mito$ak~il	muta$ak~il	muta$ak~il	L	composed;;formed	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$ak~il_1	UNK	pos:adj	UNK	UNK
41220	C	mito$ak~il	mito$ak~il	mu$ak~al	mu$ak~al	L	composed;formed	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ak~il_1	mu$ak~al_3	pos:adj	pos:adj	diacriticized (with short vowels and diacritics)
41221	C	mito$ak~iy	mito$ak~iy	mu$atak~iy	mu$atak~iy	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$ak~iy_1	UNK	pos:adj	UNK	UNK
41222	C	mito$Akil	mito$Akil	muta$Akil	muta$Akil	L	similar;;uniform;;isomorphic	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$Akil_1	muta$Akil_1	pos:adj	pos:adj	similar;;uniform;;isomorphic
41223	C	mito$ako$ik	mito$ako$ik	mu$ako$ik	mu$ako$ik	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$ako$ik_1	UNK	pos:adj	UNK	UNK
41224	C	mito$ako$ik	mito$ako$ik	mu$ako$ak	mu$ako$ak	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ako$ik_1	UNK	pos:adj	UNK	UNK
41225	T	mito$Al	mito$Al	maHofuwZ	maHofuwZ	L	_	pple-act	ADJ	pple-act	ADJ	L	_	S	S	I	mito$Al_1	maHofuwZ_2	pos:adj	pos:noun	preserved;;safeguarded;;records;;archives
41226	C	mito$Al	mito$Al	mu$Al	mu$Al	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$Al_1	UNK	pos:adj	UNK	UNK
