ID	Source	Egyptian-Word	CODA	MSA-Equivalent	MSA-Lemma	MSA_L_S_Type	English-Equivalent	Egyptian-POS	Egyptian-POS-LDC	MSA-POS	MSA-POS-LDC	Word-Type	Lemma	Gender	Number	Rationality	CALIMA_EGY_LEMMA	SAMA_LEMMA	CALIMA_ALMOR_POS	SAMA_POS	SAMA-Gloss
6354	B	$amAliy	$amAliy	$amAliy~	$amAliy~	L	northern	adj	ADJ	adj	ADJ	L	_	M	S	I	$amAliy_1	$amAliy~_1	pos:adj	pos:adj	north;;northern
6355	B	$amanoduwrap	$amanoduwrap	EuwAmap;;$amanoduwrap	EuwAmap;;$amanoduwrap	L	buoy	noun	NOUN	noun	NOUN	L	_	F	S	I	$amanoduwrap_1	UNK	pos:noun	UNK	UNK
6356	T	$amanoduwrap	$amanoduwrap	$amanoduwrap	$amanoduwrap	L	buoy;;buoys	noun	NOUN	noun	NOUN	L	_	S	S	I	$amanoduwrap_1	$amanoduwrap_1	pos:noun	pos:noun	buoy;;buoys
6357	B	$Amap	$Amap	$Amap	$Amap	L	mole	noun	NOUN	noun	NOUN	L	_	F	S	I	$Amap_1	$Amap_1	pos:noun	pos:noun	mole;;birthmark
6358	T	$Amap	$Amap	$Amap	$Amap	L	mole;;birthmark	noun	NOUN	noun	NOUN	L	_	S	S	I	$Amap_1	$Amap_1	pos:noun	pos:noun	mole;;birthmark
6359	B	$amar	$amar	$amar	$amar	L	florence fennel	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	$amar_1	UNK	pos:noun	fennel
6360	T	$amar	$amar	$amar	$amar	L	fennel	noun	NOUN	noun	NOUN	L	_	MASS_NOUN	COLL-NOUN	I	UNK	$amar_1	UNK	pos:noun	fennel
6361	T	$amar	$amar	$am~ar	$am~ar	L	gather up;;prepare	verb	PV	verb	PV	L	_	NA	NA	NA	$amar_1	$am~ar_1	pos:verb	pos:verb	gather up;;prepare
6362	C	$amarAn	$amarAn	ta$omiyr	ta$omiyr	L	_	vbn	NOUN	vbn	NOUN	L	_	M	S	NA	$amarAn_1	UNK	pos:noun	UNK	UNK
6363	B	$amaT	$amaT	Darab	Darab	L	to strike;;hit	verb	PV	verb	PV	L	_	NA	NA	NA	$amaT_1	Darab_1	pos:verb	pos:verb	strike;;hit;;be struck;;be hit
6364	B	$amaT	$amaT	gal~aY	gal~aY	L	to rise	verb	PV	verb	PV	L	_	NA	NA	NA	$amaT_1	gal~aY_1	pos:verb	pos:verb	boil;;be boiled
6365	T	$amaT	$amaT	$amaT	$amaT	L	_	verb	PV	verb	PV	L	_	NA	NA	NA	$amaT_1	UNK	pos:verb	UNK	UNK
6366	C	$amatAn	$amatAn	$amAtap	$amAtap	L	gloating;;malicious joy	vbn	NOUN	vbn	NOUN	L	_	M	S	NA	$amatAn_1	$amAtap_1	pos:noun	pos:noun	gloating;;malicious joy
6367	C	$amaTAn	$amaTAn	$amaTAn	$amaTAn	L	_	vbn	NOUN	vbn	NOUN	L	_	M	S	NA	$amaTAn_1	UNK	pos:noun	UNK	UNK
6368	T	$amAtap	$amAtap	$amAtap	$amAtap	L	gloating;;malicious joy	vbn	NOUN	vbn	NOUN	L	_	NA	NA	NA	$amAtap_1	$amAtap_1	pos:noun	pos:noun	gloating;;malicious joy
6369	T	$AmaY	$AmaY	$Amiy~	$Amiy~	L	Syrian;;Syrians	adj	ADJ	adj	ADJ	L	_	S	S	B	UNK	$Amiy~_1	UNK	pos:adj	Syrian;;Syrians
6370	B	$Amil	$Amil	$Amil	$Amil	L	complete;;comprehensive	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	$Amil_1	$Amil_1	pos:adj	pos:adj	comprehensive;;general;;complete;;mass
6371	T	$Amil	$Amil	$Amil	$Amil	L	comprehensive;;general;;complete;;mass	pple-act	ADJ	pple-act	ADJ	L	_	S	S	I	$Amil_1	$Amil_1	pos:adj	pos:adj	comprehensive;;general;;complete;;mass
6372	C	$Amim	$Amim	$Amim	$Amim	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	$Amim_1	UNK	pos:adj	UNK	UNK
6373	C	$Amir	$Amir	mu$am~ir	mu$am~ir	L	industrious;;busily at work	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	$Amir_1	mu$am~ir_1	pos:adj	pos:adj	industrious;;busily at work
6374	T	$Amit	$Amit	$Amit	$Amit	L	malicious;;gloating	pple-act	ADJ	pple-act	ADJ	L	_	S	S	R	$Amit_1	$Amit_1	pos:adj	pos:adj	malicious;;gloating
6375	C	$AmiT	$AmiT	$AmiT	$AmiT	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	$AmiT_1	UNK	pos:adj	UNK	UNK
6376	B	$Amiy	$Amiy	$Amiy~	$Amiy~	L	shami	adj	ADJ	adj	ADJ	L	_	M	S	R	$Amiy_1	$Amiy~_1	pos:adj	pos:adj	Syrian;;Syrians
6377	C	$Amiy~ap	$Amiy~ap	$Amiy~ap	$Amiy~ap	L	_	noun	NOUN	noun	NOUN	L	_	F	S	R	$Amiy~ap_1	UNK	pos:noun	UNK	UNK
6378	B	$Amiy~ap	$Amiy~ap	$Amiy~ap	$Amiy~ap	L	maize	noun	NOUN	noun	NOUN	L	_	F	S	I	$Amiy~ap_1	UNK	pos:noun	UNK	UNK
6379	T	$amo$amap	$amo$amap	$amo$amap	$amo$amap	L	sniffing	vbn	NOUN	vbn	NOUN	L	_	NA	NA	NA	$amo$amap_1	$amo$amap_1	pos:noun	pos:noun	sniffing
6380	B	$amo$im	$amo$im	$amo$am	$amo$am	L	to sniff around	verb	PV	verb	PV	L	_	NA	NA	NA	$amo$im_1	$amo$am_1	pos:verb	pos:verb	sniff
6381	B	$amo$uwn	$amo$uwn	$amo$uwn	$amo$uwn	L	Samson	noun+prop	NOUN_PROP	noun+prop	NOUN_PROP	L	_	M	S	R	$amo$uwn_1	UNK	pos:noun_prop	UNK	UNK
6382	B	$amobAniyA	$AmobAniyA	$AmobAniyA	$AmobAniyA	L	champagne	noun	NOUN	noun	NOUN	L	_	F	S	I	UNK	UNK	UNK	UNK	UNK
6383	B	$amobAnoziy	$amobAnoziy	$omobAinoziy	$omobAinoziy	L	chimpanzee	noun	NOUN	noun	NOUN	L	_	M	S	I	$amobAnoziy_1	UNK	pos:noun	UNK	UNK
6384	B	$amobAnuwAr	$amobAnuwAr	gurofap	gurofap	L	darkrom	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	gurofap_1	UNK	pos:noun	room;;chamber;;rooms;;chambers
6385	C	$amobanuwAr	$amobanuwAr	$amobanuwAr	$amobanuwAr	L	_	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
6386	C	$amobar	$amobar	$amobar	$amobar	L	_	noun	NOUN	noun	NOUN	L	_	M	S	I	$amobar_1	UNK	pos:noun	UNK	UNK
6387	C	$amobiliyawn	$Amobiliyawn	$Amobiliyawn	$Amobiliyawn	L	Champollion	noun+prop	NOUN_PROP	noun+prop	NOUN_PROP	L	_	M	S	R	UNK	UNK	UNK	UNK	UNK
6388	C	$amoduwriyA	$amoduwriyA	$amoduwriyA	$amoduwriyA	L	_	noun	NOUN	noun	NOUN	S	$amaduwrA	F	S	I	UNK	UNK	UNK	UNK	UNK
6389	B	$amoEap	$amoEap	$amoEap	$amoEap	L	a candle	noun	NOUN	noun	NOUN	S	$amoE	F	S	I	$amoEap_1	$amoEap_1	pos:noun	pos:noun	candle;;candles
6390	T	$amoEap	$amoEap	$amoEap	$amoEap	L	candle;;candles	noun	NOUN	noun	NOUN	L	_	S	S	I	$amoEap_1	$amoEap_1	pos:noun	pos:noun	candle;;candles
6391	C	$amoEAyap	$amoEAyap	$amoEap	$amoEap	L	candle;;candles	noun	NOUN	noun	NOUN	S	$amoE	F	S	I	$amoEAyap_1	$amoEap_1	pos:noun	pos:noun	candle;;candles
6392	B	$amoEidAn	$amoEidAn	$amoEadAn	$amoEadAn	L	candlestick	noun	NOUN	noun	NOUN	L	_	M	S	I	$amoEidAn_1	$amoEadAn_1	pos:noun	pos:noun	candelabrum;;candleholder;;candelabra;;candleholders
6393	B	$amoEiy	$amoEiy	$amoEiy~	$amoEiy~	L	waxy	adj	ADJ	adj	ADJ	L	_	M	S	I	$amoEiy_1	$amoEiy~_1	pos:adj	pos:adj	wax;;made of wax
6394	B	$amoHoTiy	$amoHoTiy	galiyZ	galiyZ	L	tough;;bully	adj	ADJ	adj	ADJ	L	_	M	S	R	UNK	galiyZ_1	UNK	pos:adj	thick;;viscous;;coarse
6395	C	$amohuwri$	$amohuwri$	$amohuwri$	$amohuwri$	L	Shamhoresh	noun+prop	NOUN_PROP	noun+prop	NOUN_PROP	L	_	M	S	R	$amohuwri$_1	UNK	pos:noun_prop	UNK	UNK
6396	B	$amohuwris	$amohuwris	$amohuwris	$amohuwris	L	Shamhoresh	noun+prop	NOUN_PROP	noun+prop	NOUN_PROP	L	_	M	S	R	UNK	UNK	UNK	UNK	UNK
6397	B	$amol	$amol	waHodap	waHodap	L	union	noun	NOUN	noun	NOUN	L	_	M	S	I	$amol_1	waHodap_4	pos:noun	pos:noun	unit;;units
6398	T	$amol	$amol	$amol	$amol	L	members;;union;;inclusion	noun	NOUN	noun	NOUN	L	_	S	S	I	$amol_1	$amol_1	pos:noun	pos:noun	members;;union;;inclusion
6399	T	$amol	$amol	$amol	$amol	L	members;;union;;inclusion	vbn	NOUN	vbn	NOUN	L	_	NA	NA	NA	$amol_1	$amol_1	pos:noun	pos:noun	members;;union;;inclusion
6400	B	$amolalap	$amolalap	>alomaEiy~ap	>alomaEiy~ap	L	smartness;;cleverness	vbn	NOUN	vbn	NOUN	L	_	F	NA	NA	$amolalap_1	>alomaEiy~ap_1	pos:noun	pos:noun	cleverness;;shrewdness
6401	B	$amolap	$amolap	wi$AH	wi$AH	L	scarf	noun	NOUN	noun	NOUN	L	_	F	S	I	UNK	wi$AH_1	UNK	pos:noun	sash;;bond;;tie
6402	B	$amoluwl	$amoluwl	*akiy~	*akiy~	L	quick;;clever	adj	ADJ	adj	ADJ	L	_	M	S	R	$amoluwl_1	*akiy~_2	pos:adj	pos:adj	delicious
6403	B	$amorax	$amorax	yafaE	yafaE	L	to attain full growth	verb	PV	verb	PV	L	_	NA	NA	NA	$amorax_1	yafaE-a_1	pos:verb	pos:verb	reach adolescence
6404	C	$amoraxap	$amoraxap	$amoraxap	$amoraxap	L	_	vbn	NOUN	vbn	NOUN	L	_	F	S	NA	$amoraxap_1	UNK	pos:noun	UNK	UNK
6405	B	$amoruwx	$amoruwx	$amoruwx	$amoruwx	L	fully developed	adj	ADJ	adj	ADJ	L	_	M	S	I	$amoruwx_1	UNK	pos:adj	UNK	UNK
6406	C	$amoruwx	$amoruwx	$umoruwx	$umoruwx	L	petard;detonator	noun	NOUN	noun	NOUN	L	_	M	S	I	$amoruwx_1	$umoruwx_1	pos:noun	pos:noun	petard;;detonator
6407	B	$amos	$amos	$amos	$amos	L	sun	noun	NOUN	noun	NOUN	L	_	M	S	I	$amos_1	$amos_1	pos:noun	pos:noun	sun;;suns
6408	T	$amos	$amos	$amos	$amos	L	sun;;suns	noun	NOUN	noun	NOUN	L	_	S	S	I	$amos_1	$amos_1	pos:noun	pos:noun	sun;;suns
6409	T	$amos	$amos	$amos	$amos	L	Shams;;Sun;;Suns	noun+prop	NOUN_PROP	noun+prop	NOUN_PROP	L	_	S	S	R	$amos_1	$amos_2	pos:noun_prop	pos:noun_prop	Shams
6410	B	$amosap	$amosap	mi$omi$ap	mi$omi$ap	L	sunny	noun	NOUN	noun	NOUN	L	_	F	S	I	$amosap_1	UNK	pos:noun	UNK	UNK
6411	C	$amosAyap	$amosAyap	$amosAyap	$amosAyap	L	_	noun	NOUN	noun	NOUN	S	$amos	F	S	I	$amos_1	UNK	pos:noun	UNK	UNK
6412	B	$amosiy	$amosiy	$amosiy~	$amosiy~	L	solar	adj	ADJ	adj	ADJ	L	_	M	S	I	$amosiy_1	$amosiy~_1	pos:adj	pos:adj	solar
6413	B	$amosiy~ap	$amosiy~ap	$amosiy~ap	$amosiy~ap	L	umbrella	noun	NOUN	noun	NOUN	L	_	F	S	I	$amosiy~ap_1	$amosiy~ap_1	pos:noun	pos:noun	sunshade;;umbrella;;parasol;;sunshades;;umbrellas;;parasols
6414	T	$amosiy~ap	$amosiy~ap	$amosiy~ap	$amosiy~ap	L	sunshade;;umbrella;;parasol;;sunshades;;umbrellas;;parasols	noun	NOUN	noun	NOUN	L	_	S	S	I	$amosiy~ap_1	$amosiy~ap_1	pos:noun	pos:noun	sunshade;;umbrella;;parasol;;sunshades;;umbrellas;;parasols
6415	C	$amotAn	$amotAn	$Amit	$Amit	L	malicious;;gloating	adj	ADJ	adj	ADJ	L	_	M	S	R	$amotAn_1	$Amit_1	pos:adj	pos:adj	malicious;;gloating
6416	B	$amoxap	$amoxap	rA}iHap tawAbil	rA}iHap tawAbil	L	spicy aroma	noun	NOUN	noun	NOUN	L	_	F	S	I	$amoxap_1	UNK	pos:noun	UNK	UNK
6417	B	$amuwAh	$aymuwAh	$iymuwAh	$iymuwAh	L	suede	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
6418	T	$amuwAh	$amuwAh	$amowAh	$amowAh	L	chamois	noun	NOUN	noun	NOUN	L	_	S	S	I	UNK	$amowAh_1	UNK	pos:noun	chamois
6419	B	$amuwrod	$amuwrod	Sagiyr	Sagiyr	L	young;;half grown	adj	ADJ	adj	ADJ	L	_	M	S	I	$amuwrd_1	Sagiyr_1	pos:adj	pos:adj	small;;young
6420	B	$An	$An	$An	$An	L	to discredit	verb	PV	verb	PV	L	_	NA	NA	NA	UNK	$An-i_1	UNK	pos:verb	disfigure;;disgrace
6421	B	$an~aE	$an~aE	$an~aE	$an~aE	L	to speak slanderously	verb	PV	verb	PV	L	_	NA	NA	NA	$an~aE_1	$an~aE_1	pos:verb	pos:verb	slander;;defame;;pillory
6422	T	$an~aE	$an~aE	$an~aE	$an~aE	L	slander;;defame;;pillory	verb	PV	verb	PV	L	_	NA	NA	NA	$an~aE_1	$an~aE_1	pos:verb	pos:verb	slander;;defame;;pillory
6423	B	$an~aj	$an~aj	$an~aj	$an~aj	L	to cause to have convulsions	verb	PV	verb	PV	L	_	NA	NA	NA	UNK	$an~aj_1	UNK	pos:verb	shrink;;contract
6424	B	$an~ap	$an~ap	siyT	siyT	L	hullabalo and clamor	noun	NOUN	noun	NOUN	L	_	F	S	I	$an~ap_1	UNK	pos:noun	UNK	UNK
6425	C	$an~ap	$an~ap	$an~ap	$an~ap	L	_	noun	NOUN	noun	NOUN	L	_	F	S	I	$an~ap_1	UNK	pos:noun	UNK	UNK
6426	C	$an~aq	$an~aq	$an~aq	$an~aq	L	_	verb	PV	verb	PV	L	_	NA	NA	NA	$an~aq_1	UNK	pos:verb	UNK	UNK
6427	B	$an~if	$an~if	$an~af	$an~af	L	to embellish the nose with a ring	verb	PV	verb	PV	L	_	NA	NA	NA	$an~if_1	$an~af_1	pos:verb	pos:verb	delight
6428	B	$an~if	$an~if	$om~	$om~	L	to sniff	verb	PV	verb	PV	L	_	NA	NA	NA	$an~if_1	UNK	pos:verb	UNK	UNK
6429	C	$an~ij	$an~ij	$an~aj	$an~aj	L	shrink;;contract	verb	PV	verb	PV	L	_	NA	NA	NA	$an~ij_1	$an~aj_1	pos:verb	pos:verb	shrink;;contract
6430	B	$an~iq	$an~iq	$an~iq	$an~iq	L	to hang a number of people	verb	PV	verb	PV	L	_	NA	NA	NA	UNK	UNK	UNK	UNK	UNK
6431	B	$anab	$anab	$Arib	$Arib	L	moustache	noun	NOUN	noun	NOUN	L	_	M	S	I	$anab_1	$Arib_3	pos:noun	pos:noun	mustache
6432	T	$anab	$anab	$anab	$anab	L	mustache	noun	NOUN	noun	NOUN	L	_	S	S	I	$anab_1	$anab_2	pos:noun	pos:noun	mustache
6433	B	$anAEap	$anAEap	ba$AEap	ba$AEap	L	hideousness	vbn	NOUN	vbn	NOUN	L	_	F	NA	NA	$anAEap_1	ba$AEap_1	pos:noun	pos:noun	ugliness;;repugnance
6434	T	$anAEap	$anAEap	$anAEap	$anAEap	L	hideousness;;repulsiveness	noun	NOUN	noun	NOUN	L	_	S	S	I	$anAEap_1	$anAEap_1	pos:noun	pos:noun	hideousness;;repulsiveness
6435	C	$anaf	$anaf	$an~af	$an~af	L	delight	verb	PV	verb	PV	L	_	NA	NA	NA	$anaf_1	$an~af_1	pos:verb	pos:verb	delight
6436	B	$anaq	$anaq	$anaq	$anaq	L	to execute by hanging	verb	PV	verb	PV	L	_	NA	NA	NA	$anaq_1	$anaq-u_1	pos:verb	pos:verb	hang (execute)
6437	T	$anaq	$anaq	$anaq	$anaq	L	_	verb	PV	verb	PV	L	_	NA	NA	NA	$anaq_1	$anaq-u_1	pos:verb	pos:verb	hang (execute)
6438	B	$anaT	$anaT	roboT	roboT	L	to tie firmly	verb	PV	verb	PV	L	_	NA	NA	NA	$anaT_1	UNK	pos:verb	UNK	UNK
6439	C	$anaw	$anaw	$anaw	$anaw	L	Shanaw	noun+prop	NOUN_PROP	noun+prop	NOUN_PROP	L	_	M	S	R	$anaw_1	UNK	pos:noun_prop	UNK	UNK
6440	C	$Anif	$Anif	$Anif	$Anif	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	$Anif_1	UNK	pos:adj	UNK	UNK
6441	C	$Aniq	$Aniq	$Aniq	$Aniq	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	$Aniq_1	UNK	pos:adj	UNK	UNK
6442	C	$AniT	$AniT	$AniT	$AniT	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	$AniT_1	UNK	pos:adj	UNK	UNK
6443	B	$aniyar	$aniyar	>anohaY	>anohaY	L	to devastate;;wipe out	verb	PV	verb	PV	L	_	NA	NA	NA	UNK	>anohaY_1	UNK	pos:verb	complete;;finish;;communicate;;be completed;;be communicated
6444	C	$aniyarap	$aniyarap	taHoTiym	taHoTiym	L	demolition;;destruction	vbn	NOUN	vbn	NOUN	L	_	F	S	NA	UNK	taHoTiym_1	UNK	pos:noun	demolition;;destruction
6445	B	$aniyE	$aniyE	ba$iE	ba$iE	L	terrible;;frightful	adj	ADJ	adj	ADJ	L	_	M	S	I	$aniyE_1	ba$iE_1	pos:adj	pos:adj	ugly;;repugnant
6446	T	$aniyE	$aniyE	$aniyE	$aniyE	L	hideous;;repulsive	adj	ADJ	adj	ADJ	L	_	S	S	I	$aniyE_1	$aniyE_1	pos:adj	pos:adj	hideous;;repulsive
6447	C	$aniyuwr	$aniyuwr	$iyniyuwr	$iyniyuwr	L	_	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
6448	T	$ano$anap	$ano$anap	$ano$anap	$ano$anap	L	rustling;;crackling	vbn	NOUN	vbn	NOUN	L	_	NA	NA	NA	$ano$anap_1	$ano$anap_1	pos:noun	pos:noun	rustling;;crackling
6449	B	$ano$in	$ano$in	$ano$an	$ano$an	L	to defect	verb	PV	verb	PV	L	_	NA	NA	NA	$ano$in_1	$ano$an_1	pos:verb	pos:verb	rustle;;crackle
6450	B	$anobar	$anobar	$anobar	$anobar	L	inner tube	noun	NOUN	noun	NOUN	L	_	M	S	I	$anobar_1	UNK	pos:noun	UNK	UNK
6451	B	$anobar	$anobar	Ail>abanuws	Ail>abanuws	L	laburnum	noun	NOUN	noun	NOUN	L	_	M	S	I	$anobar_1	UNK	pos:noun	UNK	UNK
6452	B	$anobar	$anobar	<iTAr	<iTAr	L	metal frames	noun	NOUN	noun	NOUN	L	_	M	S	I	$anobar_1	<iTAr_1	pos:noun	pos:noun	framework;;context;;frameworks;;contexts
6453	C	$anodalap	$anodalap	<ijohAd	<ijohAd	L	effort;;exertion	vbn	NOUN	vbn	NOUN	L	_	F	S	NA	$anodalap_1	<ijohAd_1	pos:noun	pos:noun	effort;;exertion
6454	B	$anodil	$anodil	waH~al	waH~al	L	to mud;;muddle	verb	PV	verb	PV	L	_	NA	NA	NA	$anodil_1	UNK	pos:verb	UNK	UNK
6455	T	$anof	$anof	$anof	$anof	L	earring;;earrings	vbn	NOUN	vbn	NOUN	L	_	NA	NA	NA	$anof_1	$anof_1	pos:noun	pos:noun	earring;;earrings
6456	C	$anohafap	$anohafap	$anohafap	$anohafap	L	_	vbn	NOUN	vbn	NOUN	L	_	F	S	NA	$anohafap_1	UNK	pos:noun	UNK	UNK
6457	B	$anohif	$anohif	nahonah	nahonah	L	to sniffle in crying	verb	PV	verb	PV	L	_	NA	NA	NA	$anohif_1	nahonah_1	pos:verb	pos:verb	restrain;;prevent;;sob
6458	B	$anokaH	$anokaH	Ainosakab	Ainosakab	L	to become sloppy	verb	PV	verb	PV	L	_	NA	NA	NA	$anokaH_1	{inosakab_1	pos:verb	pos:verb	pour;;be shed
6459	C	$anokaHap	$anokaHap	Tarab	Tarab	L	delight;;music	vbn	NOUN	vbn	NOUN	L	_	F	S	NA	$anokaHap_1	Tarab_1	pos:noun	pos:noun	delight;;music
6460	T	$anokal	$anokal	$anokal	$anokal	L	clothes peg;;hook;;clothes pegs;;hooks	noun	NOUN	noun	NOUN	L	_	S	S	I	$anokal_1	$anokal_2	pos:noun	pos:noun	clothes peg;;hook;;clothes pegs;;hooks
6461	C	$anokalap	$anokalap	Earoqalap	Earoqalap	L	obstructing;impeding;obstacles;hurdles	vbn	NOUN	vbn	NOUN	L	_	F	S	NA	$anokalap_1	Earoqalap_1	pos:noun	pos:noun	obstructing;;impeding;;obstacles;;hurdles
6462	B	$anokar	$anokar	>a$Ara;;xaT~aT	>a$Ara;;xaT~aT	L	mark out	verb	PV	verb	PV	L	_	NA	NA	NA	$anokar_1	UNK	pos:verb	UNK	UNK
6463	C	$anokarap	$anokarap	$anokarap	$anokarap	L	_	vbn	NOUN	vbn	NOUN	L	_	F	S	NA	$anokarap_1	UNK	pos:noun	UNK	UNK
6464	B	$anokil	$anokil	Earoqal	Earoqal	L	hok	verb	PV	verb	PV	L	_	NA	NA	NA	$anokil_1	Earoqal_1	pos:verb	pos:verb	obstruct;;impede;;throw obstacles in the way of
6465	B	$anokil	$anokil	Earoqal	Earoqal	L	to trip	verb	PV	verb	PV	L	_	NA	NA	NA	$anokil_1	Earoqal_1	pos:verb	pos:verb	obstruct;;impede;;throw obstacles in the way of
6466	T	$anoq	$anoq	$anoq	$anoq	L	hanging (execution)	vbn	NOUN	vbn	NOUN	L	_	NA	NA	NA	$anoq_1	$anoq_1	pos:noun	pos:noun	hanging (execution)
6467	C	$anoT	$anoT	$anoT	$anoT	L	_	vbn	NOUN	vbn	NOUN	L	_	M	S	NA	$anoT_1	UNK	pos:noun	UNK	UNK
6468	C	$anotafap	$anotafap	$anotafap	$anotafap	L	_	vbn	NOUN	vbn	NOUN	L	_	F	S	NA	$anotafap_1	UNK	pos:noun	UNK	UNK
6469	B	$anoTap	$anoTap	Haqiybap	Haqiybap	L	handbag	noun	NOUN	noun	NOUN	L	_	F	S	I	$anoTap_1	Haqiybap_1	pos:noun	pos:noun	briefcase;;suitcase;;portfolio;;luggage;;suitcases
6470	T	$anoTap	$anoTap	$anoTap	$anoTap	L	suitcase;;suitcases	noun	NOUN	noun	NOUN	L	_	S	S	I	$anoTap_1	$anoTap_1	pos:noun	pos:noun	suitcase;;suitcases
6471	T	$anoTap	$anoTap	Haqiybap	Haqiybap	L	briefcase;;suitcase;;portfolio;;luggage;;suitcases	noun	NOUN	noun	NOUN	L	_	S	S	I	$anoTap_1	Haqiybap_1	pos:noun	pos:noun	briefcase;;suitcase;;portfolio;;luggage;;suitcases
6472	B	$anotif	$anotif	ta>an~aq	ta>an~aq	L	to primp	verb	PV	verb	PV	L	_	NA	NA	NA	$anotif_1	ta>an~aq_1	pos:verb	pos:verb	be elegant
6473	C	$anotiyh	$Anotiyh	$Ainotiyh	$Ainotiyh	L	_	noun	NOUN	noun	NOUN	L	_	M	S	I	$anotiyh_1	UNK	pos:noun	UNK	UNK
6474	B	$anotuwfap	$anotuwfap	qiToEap	qiToEap	L	a tiny bit	noun	NOUN	noun	NOUN	L	_	F	S	I	$anotuwfap_1	qiToEap_2	pos:noun	pos:noun	unit
6475	B	$aq>afazA	$aq>afazA	$aq>afazA	$aq>afazA	L	Shaqafaza Musical Mode	noun+prop	NOUN_PROP	noun+prop	NOUN_PROP	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
6476	T	$Aq~	$Aq~	$Aq~	$Aq~	L	_	adj	ADJ	adj	ADJ	L	_	S	S	I	$Aq~_1	$Aq~_1	pos:adj	pos:noun	hard;;toilsome
6477	B	$Aq~	$Aq~	$Aq~	$Aq~	L	arduous	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	$Aq~_1	$Aq~_1	pos:adj	pos:noun	hard;;toilsome
6478	B	$Aq~	$Aq~	Eosiyr	Eosiyr	L	troublesome	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	$Aq~_1	UNK	pos:adj	UNK	UNK
6479	B	$Aq~	$Aq~	$Aq~	$Aq~	L	troublesome	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	$Aq~_1	$Aq~_1	pos:adj	pos:noun	hard;;toilsome
6480	B	$aq~	$aq~	$aq~	$aq~	L	to split	verb	PV	verb	PV	L	_	NA	NA	NA	$aq~_1	$aq~-u_1	pos:verb	pos:verb	split;;cut through
6481	B	$aq~	$aq~	fal~aq	fal~aq	L	to split	verb	PV	verb	PV	L	_	NA	NA	NA	$aq~_1	fal~aq_1	pos:verb	pos:verb	crack;;split
6482	B	$aq~	$aq~	tajaz~a>	tajaz~a>	L	to split	verb	PV	verb	PV	L	_	NA	NA	NA	$aq~_1	tajaz~a>_1	pos:verb	pos:verb	be divided;;be separated
6483	B	$aq~	$aq~	qas~am	qas~am	L	to split	verb	PV	verb	PV	L	_	NA	NA	NA	$aq~_1	qas~am_1	pos:verb	pos:verb	divide;;partition;;distribute;;be divided;;be partitioned
6484	B	$aq~	$aq~	$aq~	$aq~	L	to cut;;dig	verb	PV	verb	PV	L	_	NA	NA	NA	$aq~_1	$aq~-u_1	pos:verb	pos:verb	split;;cut through
6485	B	$aq~	$aq~	maz~aq	maz~aq	L	slit	verb	PV	verb	PV	L	_	NA	NA	NA	$aq~_1	maz~aq_1	pos:verb	pos:verb	tear apart;;rip apart;;shred
6486	B	$aq~	$aq~	$aq~	$aq~	L	slit	noun	NOUN	noun	NOUN	L	_	M	S	I	$aq~_1	$aq~_2	pos:noun	pos:noun	crack;;gap;;cracks;;gaps
6487	B	$aq~	$aq~	$aq~	$aq~	L	crack	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	$aq~_1	$aq~_2	pos:noun	pos:noun	crack;;gap;;cracks;;gaps
6488	B	$aq~	$aq~	SadoE	SadoE	L	crack	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	$aq~_1	SadoE_1	pos:noun	pos:noun	crevice;;break;;crevices;;breaks
6489	B	$aq~	$aq~	fajowap	fajowap	L	crack	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	$aq~_1	fajowap_1	pos:noun	pos:noun	gap;;breach;;gaps;;breaches
6490	B	$aq~	$aq~	$aq~	$aq~	L	split	verb	PV	verb	PV	L	_	NA	NA	NA	$aq~_1	$aq~-u_1	pos:verb	pos:verb	split;;cut through
6491	B	$aq~	$aq~	ta$aq~aq	ta$aq~aq	L	split	verb	PV	verb	PV	L	_	NA	NA	NA	$aq~_1	ta$aq~aq_1	pos:verb	pos:verb	be split
